TestNo,MutantNo
2,2
2,4
2,6
2,8
2,10
2,12
2,14
2,16
2,18
2,20
2,22
2,24
2,26
2,28
2,30
2,32
2,34
2,36
2,38
2,75
2,77
2,87
2,89
2,924
2,925
2,927
2,928
2,930
2,932
2,937
2,938
2,939
2,940
2,941
2,942
2,944
2,946
2,952
2,953
2,954
2,955
2,958
2,1953
2,1955
2,1958
2,1961
2,1962
2,1964
2,1966
2,1967
2,1968
2,1970
2,1972
2,1973
2,1974
2,1975
2,1976
2,1977
2,1978
2,1982
2,1983
2,1984
2,1986
2,1988
2,1989
2,1991
2,1993
2,2436
2,2438
2,2449
2,2451
2,2456
2,3072
2,3074
2,3077
2,3080
2,3081
2,3083
2,3086
2,3090
2,3092
2,3347
2,3348
2,3349
2,3350
2,3351
2,3352
2,3353
2,3410
2,3411
2,3414
2,3415
2,3417
2,3419
2,3420
2,3421
2,3422
2,3423
2,3504
2,3505
2,3507
2,3509
3,2
3,4
3,6
3,8
3,10
3,12
3,14
3,16
3,18
3,20
3,22
3,24
3,26
3,28
3,30
3,32
3,34
3,36
3,38
3,2436
3,2438
3,2449
3,2451
3,2456
3,2458
3,2460
3,2471
3,2473
3,2478
3,3341
3,3343
3,3344
3,3345
3,3347
3,3348
3,3350
3,3351
3,3352
3,3353
3,3410
3,3412
3,3424
3,3425
4,2
4,4
4,6
4,8
4,10
4,12
4,14
4,16
4,18
4,20
4,22
4,24
4,26
4,28
4,30
4,32
4,34
4,36
4,38
4,81
4,83
4,1386
4,1387
4,1388
4,1390
4,1391
4,1392
4,1393
4,1399
4,2988
4,2990
4,2993
4,2996
4,2997
4,2999
4,3002
4,3006
4,3008
4,3269
4,3271
4,3272
4,3273
5,2
5,4
5,6
5,8
5,10
5,12
5,14
5,16
5,18
5,20
5,22
5,24
5,26
5,28
5,30
5,32
5,34
5,36
5,38
5,2872
5,2873
6,2
6,4
6,6
6,8
6,10
6,12
6,14
6,16
6,18
6,20
6,22
6,24
6,26
6,28
6,30
6,32
6,34
6,36
6,38
6,2286
6,3135
6,3136
6,3147
6,3148
6,3149
6,3150
6,3152
6,3154
7,2
7,4
7,6
7,8
7,10
7,12
7,14
7,16
7,18
7,20
7,22
7,24
7,26
7,28
7,30
7,32
7,34
7,36
7,37
7,38
7,2436
7,2438
8,2
8,4
8,6
8,8
8,10
8,12
8,14
8,16
8,18
8,20
8,22
8,24
8,26
8,28
8,30
8,32
8,34
8,36
8,38
8,559
8,561
8,562
8,565
8,567
8,568
8,578
8,579
8,582
8,583
8,584
8,588
8,590
8,591
8,594
8,596
8,597
8,607
8,608
8,611
8,612
8,613
8,616
8,620
8,628
8,632
8,641
8,642
8,645
8,646
8,647
8,650
8,654
8,656
9,2
9,4
9,6
9,8
9,10
9,12
9,14
9,16
9,18
9,20
9,22
9,24
9,26
9,28
9,30
9,32
9,34
9,36
9,38
9,84
9,86
9,823
9,824
9,826
9,827
9,829
9,831
9,836
9,837
9,838
9,841
9,843
9,845
9,851
9,852
9,853
9,854
9,857
9,1859
9,1862
9,1863
9,1865
9,1886
9,1887
9,1888
9,1890
9,1892
9,1893
9,1894
9,1895
9,1896
9,1897
9,1898
9,1900
9,1901
9,1902
9,1903
9,1907
9,3051
9,3053
9,3056
9,3059
9,3060
9,3062
9,3065
9,3069
9,3071
9,3403
9,3404
9,3406
9,3407
9,3408
9,3414
9,3415
9,3417
9,3419
9,3420
9,3422
10,2
10,4
10,6
10,8
10,10
10,12
10,14
10,16
10,18
10,20
10,22
10,24
10,26
10,28
10,30
10,32
10,34
10,36
10,38
10,1562
10,1563
10,1564
10,1566
10,1567
10,1568
10,1569
10,1575
10,2379
10,2384
10,2385
10,2388
10,2389
10,2402
10,2403
10,2404
10,2406
10,2408
10,2409
10,2411
10,2412
10,2413
10,2414
10,2416
10,2423
10,2424
10,2427
10,2428
10,2941
10,2943
10,2953
10,2954
10,2956
10,2957
10,2958
10,2959
10,2960
10,2961
10,2962
10,2964
10,2965
11,2
11,4
11,6
11,8
11,10
11,12
11,14
11,16
11,18
11,20
11,22
11,24
11,26
11,28
11,30
11,32
11,34
11,36
11,38
11,377
11,378
12,2
12,4
12,6
12,8
12,10
12,12
12,14
12,16
12,18
12,20
12,22
12,24
12,26
12,28
12,30
12,32
12,34
12,36
12,38
12,143
12,145
12,147
12,150
12,151
12,152
12,153
12,156
12,157
12,166
12,169
12,1364
12,1366
12,1740
12,1747
12,1748
12,1749
12,1750
12,1754
12,3567
12,3570
12,3571
12,3573
12,3575
12,3576
12,3577
12,3578
12,3582
12,3585
12,3589
12,3592
12,3597
12,3599
12,3615
12,3618
12,3620
12,3621
12,3623
12,3624
12,3625
12,3627
12,3628
12,3629
13,2
13,4
13,6
13,8
13,10
13,12
13,14
13,16
13,18
13,20
13,22
13,24
13,26
13,28
13,30
13,32
13,34
13,36
13,38
13,84
13,86
13,221
13,223
13,237
13,238
13,239
13,241
13,243
13,246
13,252
13,253
13,254
13,255
13,823
13,824
13,826
13,827
13,829
13,831
13,836
13,837
13,838
13,841
13,843
13,845
13,851
13,852
13,853
13,854
13,857
13,1860
13,1861
13,1863
13,1865
13,1886
13,1887
13,1888
13,1890
13,1892
13,1893
13,1894
13,1895
13,1896
13,1897
13,1898
13,1900
13,1901
13,1902
13,1903
13,1907
13,3560
13,3561
13,3563
13,3565
14,2
14,4
14,6
14,8
14,10
14,12
14,14
