MutantNo,[FAIL | TIME | EXC | LIVE]
1,LIVE
2,LIVE
3,LIVE
4,LIVE
5,FAIL
6,LIVE
7,LIVE
8,LIVE
9,LIVE
10,FAIL
11,FAIL
12,LIVE
13,FAIL
14,LIVE
15,FAIL
16,LIVE
17,LIVE
18,FAIL
19,LIVE
20,FAIL
22,FAIL
23,FAIL
24,FAIL
25,FAIL
26,LIVE
27,FAIL
28,FAIL
29,FAIL
30,LIVE
31,FAIL
32,FAIL
33,FAIL
34,FAIL
35,FAIL
36,FAIL
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,FAIL
42,LIVE
43,LIVE
44,LIVE
45,FAIL
47,FAIL
48,FAIL
49,FAIL
50,FAIL
51,FAIL
52,LIVE
53,LIVE
54,LIVE
55,FAIL
57,FAIL
58,FAIL
59,FAIL
60,FAIL
61,FAIL
62,LIVE
63,LIVE
64,LIVE
65,FAIL
67,LIVE
68,LIVE
69,FAIL
70,FAIL
71,FAIL
72,FAIL
73,FAIL
74,LIVE
75,FAIL
109,FAIL
110,FAIL
111,LIVE
112,FAIL
113,FAIL
115,FAIL
116,FAIL
117,FAIL
118,FAIL
119,LIVE
120,FAIL
121,LIVE
122,FAIL
123,FAIL
124,FAIL
125,FAIL
126,FAIL
127,LIVE
128,FAIL
129,FAIL
130,FAIL
131,FAIL
132,FAIL
133,FAIL
134,LIVE
135,FAIL
156,LIVE
157,FAIL
171,FAIL
172,FAIL
173,FAIL
174,FAIL
175,FAIL
176,LIVE
177,FAIL
180,FAIL
181,LIVE
182,FAIL
184,FAIL
185,FAIL
186,LIVE
187,FAIL
188,LIVE
189,FAIL
190,LIVE
191,LIVE
192,FAIL
193,LIVE
194,FAIL
196,FAIL
197,FAIL
198,FAIL
199,FAIL
200,LIVE
201,FAIL
202,FAIL
203,FAIL
204,LIVE
205,FAIL
206,LIVE
207,FAIL
208,LIVE
209,LIVE
210,FAIL
211,LIVE
212,FAIL
214,FAIL
215,FAIL
216,FAIL
217,FAIL
218,LIVE
219,FAIL
220,FAIL
221,FAIL
222,FAIL
223,LIVE
228,FAIL
229,LIVE
230,FAIL
231,FAIL
232,FAIL
233,LIVE
238,FAIL
239,LIVE
240,FAIL
241,FAIL
242,LIVE
243,FAIL
244,LIVE
245,LIVE
248,LIVE
249,LIVE
250,FAIL
251,FAIL
252,LIVE
253,FAIL
274,FAIL
275,LIVE
276,FAIL
277,FAIL
279,FAIL
280,LIVE
281,FAIL
282,FAIL
283,FAIL
284,LIVE
285,LIVE
286,FAIL
287,FAIL
288,FAIL
289,FAIL
290,LIVE
291,FAIL
292,LIVE
293,FAIL
294,LIVE
295,LIVE
296,LIVE
297,LIVE
298,LIVE
299,LIVE
300,LIVE
314,LIVE
315,LIVE
316,LIVE
317,LIVE
318,LIVE
319,LIVE
320,LIVE
321,FAIL
