MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,FAIL
4,FAIL
5,FAIL
6,FAIL
7,FAIL
8,LIVE
9,FAIL
10,FAIL
11,FAIL
12,FAIL
13,FAIL
14,FAIL
15,FAIL
16,FAIL
17,FAIL
18,FAIL
19,FAIL
20,FAIL
21,FAIL
22,FAIL
23,LIVE
24,LIVE
25,FAIL
26,LIVE
27,LIVE
28,FAIL
29,FAIL
30,FAIL
31,FAIL
32,FAIL
33,FAIL
34,FAIL
35,FAIL
36,FAIL
37,LIVE
38,LIVE
39,FAIL
40,FAIL
41,FAIL
42,FAIL
43,LIVE
44,FAIL
45,FAIL
46,FAIL
47,FAIL
48,FAIL
49,LIVE
50,FAIL
52,FAIL
53,LIVE
54,FAIL
55,FAIL
56,FAIL
57,FAIL
58,LIVE
59,FAIL
60,FAIL
61,LIVE
62,FAIL
63,FAIL
64,FAIL
65,FAIL
66,FAIL
67,FAIL
68,LIVE
69,FAIL
70,FAIL
71,FAIL
72,FAIL
73,FAIL
74,LIVE
75,FAIL
76,LIVE
77,FAIL
78,FAIL
79,FAIL
80,LIVE
81,FAIL
82,FAIL
83,LIVE
84,FAIL
85,LIVE
86,LIVE
87,FAIL
88,FAIL
89,FAIL
90,LIVE
91,FAIL
92,LIVE
93,FAIL
94,FAIL
95,FAIL
96,FAIL
97,FAIL
98,LIVE
99,FAIL
100,FAIL
101,FAIL
102,FAIL
103,FAIL
104,FAIL
105,FAIL
106,FAIL
107,FAIL
108,FAIL
109,FAIL
110,FAIL
111,FAIL
112,FAIL
113,LIVE
114,LIVE
115,FAIL
116,LIVE
117,LIVE
118,FAIL
119,FAIL
120,LIVE
121,FAIL
122,LIVE
123,FAIL
124,FAIL
125,FAIL
126,FAIL
127,FAIL
128,FAIL
129,FAIL
130,FAIL
131,FAIL
132,FAIL
133,FAIL
134,LIVE
135,FAIL
136,FAIL
137,FAIL
138,FAIL
139,FAIL
140,FAIL
141,FAIL
142,FAIL
143,FAIL
144,FAIL
145,FAIL
146,FAIL
147,LIVE
148,FAIL
149,LIVE
150,LIVE
151,FAIL
152,LIVE
153,LIVE
154,FAIL
155,FAIL
156,FAIL
157,LIVE
158,FAIL
159,LIVE
160,FAIL
161,FAIL
162,FAIL
163,LIVE
164,LIVE
165,FAIL
166,FAIL
167,FAIL
168,LIVE
169,LIVE
170,FAIL
171,LIVE
172,FAIL
173,FAIL
