MutantNo,[FAIL | TIME | EXC | LIVE]
304,LIVE
305,FAIL
306,FAIL
307,FAIL
308,FAIL
309,LIVE
310,FAIL
311,FAIL
312,LIVE
313,FAIL
314,FAIL
315,FAIL
316,FAIL
317,FAIL
318,FAIL
321,FAIL
322,LIVE
323,FAIL
330,LIVE
331,LIVE
332,FAIL
333,LIVE
334,FAIL
335,FAIL
336,FAIL
337,FAIL
338,LIVE
339,FAIL
360,LIVE
361,LIVE
362,LIVE
363,LIVE
364,LIVE
365,LIVE
366,LIVE
367,LIVE
368,LIVE
369,LIVE
370,FAIL
371,LIVE
372,FAIL
373,LIVE
374,FAIL
375,FAIL
376,LIVE
377,FAIL
378,LIVE
379,FAIL
402,FAIL
403,LIVE
404,FAIL
412,LIVE
