MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,FAIL
4,FAIL
5,FAIL
6,FAIL
7,FAIL
8,FAIL
9,FAIL
10,FAIL
11,FAIL
12,LIVE
13,FAIL
14,FAIL
15,LIVE
16,FAIL
17,FAIL
18,FAIL
19,FAIL
20,LIVE
21,FAIL
22,FAIL
23,FAIL
24,LIVE
25,LIVE
26,LIVE
27,LIVE
28,LIVE
29,LIVE
30,LIVE
31,LIVE
32,LIVE
33,LIVE
34,FAIL
35,LIVE
36,FAIL
37,LIVE
38,LIVE
39,LIVE
40,LIVE
41,FAIL
42,FAIL
43,LIVE
44,FAIL
45,FAIL
46,FAIL
47,LIVE
48,FAIL
49,LIVE
50,LIVE
51,LIVE
52,LIVE
53,FAIL
54,LIVE
55,FAIL
56,LIVE
57,LIVE
58,FAIL
59,FAIL
60,FAIL
61,LIVE
62,FAIL
63,LIVE
64,LIVE
65,FAIL
66,LIVE
67,LIVE
68,FAIL
69,FAIL
70,LIVE
71,FAIL
72,LIVE
73,LIVE
74,LIVE
75,LIVE
76,LIVE
77,LIVE
78,LIVE
79,LIVE
80,LIVE
81,FAIL
82,FAIL
83,LIVE
84,FAIL
85,LIVE
86,FAIL
87,FAIL
88,LIVE
89,LIVE
90,FAIL
91,LIVE
92,FAIL
93,FAIL
94,LIVE
95,LIVE
96,FAIL
97,LIVE
98,LIVE
99,LIVE
100,FAIL
107,LIVE
108,LIVE
109,LIVE
110,LIVE
111,LIVE
112,LIVE
113,LIVE
114,LIVE
115,LIVE
167,FAIL
168,LIVE
302,FAIL
303,FAIL
304,LIVE
305,FAIL
306,FAIL
307,LIVE
308,FAIL
309,LIVE
310,FAIL
384,FAIL
385,FAIL
386,LIVE
396,LIVE
397,FAIL
398,FAIL
399,FAIL
400,LIVE
401,FAIL
402,LIVE
422,LIVE
423,LIVE
424,LIVE
425,LIVE
444,FAIL
445,FAIL
446,LIVE
465,FAIL
466,FAIL
467,LIVE
468,LIVE
469,LIVE
470,LIVE
471,LIVE
472,LIVE
473,LIVE
474,LIVE
475,LIVE
476,LIVE
502,FAIL
503,FAIL
504,LIVE
505,LIVE
506,LIVE
507,FAIL
508,FAIL
509,LIVE
515,LIVE
516,LIVE
517,FAIL
518,LIVE
519,LIVE
520,FAIL
521,FAIL
522,LIVE
523,FAIL
524,LIVE
525,FAIL
526,FAIL
527,LIVE
528,FAIL
529,LIVE
530,FAIL
544,FAIL
545,FAIL
546,LIVE
547,FAIL
