TestNo,MutantNo
1,6
1,7
1,8
1,10
2,6
2,7
2,8
2,10
3,1
3,2
3,3
3,4
3,5
3,6
3,7
3,11
3,13
3,26
3,31
3,33
3,35
3,37
4,5
4,6
4,9
4,10
5,1
5,2
5,3
5,4
5,5
5,6
5,7
5,11
5,13
5,14
5,18
5,20
5,25
5,26
5,28
5,30
5,31
6,1
6,2
6,3
6,4
6,5
6,6
6,7
6,11
6,13
6,14
6,18
6,20
6,25
6,26
6,28
6,30
6,31
6,33
6,35
6,37
7,6
7,7
7,8
7,10
8,5
8,6
8,9
8,10
9,1
9,2
9,3
9,4
9,5
9,6
9,7
9,11
9,13
9,14
9,18
9,20
9,25
9,26
9,28
9,30
9,31
9,33
9,35
9,37
10,5
10,6
10,7
10,11
10,25
10,26
10,31
11,5
11,6
11,7
11,11
12,5
12,6
12,7
12,11
13,5
13,6
13,7
13,11
14,6
14,7
14,8
14,10
15,5
15,6
15,9
15,10
16,6
16,7
16,8
16,10
17,5
17,6
17,7
17,11
17,12
17,14
17,17
17,19
17,20
17,21
17,22
17,25
17,28
17,30
17,31
17,33
17,35
17,37
18,5
18,6
18,7
18,11
18,25
18,26
18,31
19,5
19,6
19,7
19,11
20,6
20,7
20,8
20,10
21,1
21,2
21,3
21,4
21,5
21,6
21,7
21,11
21,12
21,13
21,14
21,17
21,19
21,20
21,21
21,22
21,25
21,26
21,28
21,30
21,31
21,33
21,35
21,37
21,45
22,5
22,6
22,7
22,11
22,14
22,17
22,19
22,20
22,21
22,22
22,25
22,28
22,30
22,31
22,33
22,35
22,37
23,5
23,6
23,7
23,11
24,6
24,7
24,8
24,10
25,1
25,2
25,3
25,4
25,5
25,6
25,7
25,11
25,13
25,26
25,31
25,39
25,40
25,42
25,44
25,47
25,48
25,50
25,52
25,54
26,5
26,6
26,7
26,11
26,13
26,14
26,18
26,20
26,25
26,28
26,30
26,31
27,5
27,6
27,9
27,10
28,6
28,7
28,8
28,10
29,1
29,3
29,4
29,5
29,6
29,7
29,11
29,13
29,26
29,31
30,5
30,6
30,7
30,11
30,12
30,13
30,33
30,35
30,45
31,1
31,2
31,3
31,4
31,5
31,6
31,7
31,11
31,13
31,14
31,18
31,20
31,25
31,26
31,28
31,30
31,31
31,33
31,35
31,37
32,6
32,7
32,8
32,10
33,5
33,6
33,7
33,11
33,12
34,1
34,2
34,3
34,4
34,5
34,6
34,7
34,11
34,13
34,14
34,18
34,20
34,25
34,26
34,28
34,30
34,31
35,1
35,2
35,3
35,4
35,5
35,6
35,7
35,11
35,13
35,14
35,18
35,20
35,25
35,26
35,28
35,30
35,31
36,6
36,7
36,8
36,10
37,1
37,2
37,3
37,4
37,5
37,6
37,7
37,11
37,13
37,26
37,31
38,5
38,6
38,7
38,11
38,13
38,17
38,19
38,20
38,21
38,22
38,25
38,28
38,30
38,31
38,33
38,35
38,46
38,47
38,48
38,51
38,53
39,1
39,2
39,3
39,4
39,5
39,6
39,7
39,11
39,13
39,14
39,18
39,20
39,25
39,26
39,28
39,30
39,31
39,33
39,35
39,37
40,1
40,2
40,3
40,4
40,5
40,6
40,7
40,11
40,13
40,14
40,18
40,20
40,25
40,26
40,28
40,30
40,31
40,33
40,35
40,37
41,5
41,6
41,7
41,11
41,12
41,13
41,33
41,35
41,37
41,45
42,6
42,7
42,8
42,10
43,6
43,7
43,8
43,10
44,1
44,2
44,3
44,4
44,5
44,6
44,7
44,11
44,13
44,26
44,31
44,33
44,35
44,37
45,1
45,2
45,3
45,4
45,5
45,6
45,7
45,11
45,13
45,14
45,18
45,20
45,25
45,26
45,28
45,30
45,31
45,33
45,35
45,37
45,39
45,40
45,42
45,44
45,47
45,48
45,50
45,52
45,54
46,6
46,7
46,8
46,10
47,5
47,6
47,7
47,11
47,12
48,5
48,6
48,7
48,11
48,25
48,26
48,31
49,1
49,3
49,4
49,5
49,6
49,7
49,11
49,13
49,14
49,18
49,20
49,25
49,26
49,28
49,30
49,31
49,33
49,35
49,37
50,5
50,6
50,7
50,11
50,13
50,14
50,18
50,20
50,25
50,26
50,28
50,30
50,31
51,5
51,6
51,7
51,11
51,12
51,13
51,14
51,16
51,17
51,18
51,19
51,20
51,21
51,22
51,24
51,25
51,26
51,28
51,30
51,31
51,33
51,35
51,37
52,1
52,3
52,4
52,5
52,6
52,7
52,11
52,26
52,31
53,5
53,6
53,7
53,11
53,12
53,14
53,16
53,17
53,18
53,19
53,20
53,21
53,22
53,24
53,25
53,26
53,28
53,30
53,31
53,33
53,35
53,38
53,39
53,40
53,43
53,45
54,6
54,7
54,8
54,10
55,1
55,3
55,4
55,5
55,6
55,7
55,11
55,13
55,18
55,20
55,25
55,26
55,28
55,30
55,31
56,1
56,2
56,3
56,4
56,5
56,6
56,7
56,11
56,13
56,14
