MutantNo,[FAIL | TIME | EXC | LIVE]
1,LIVE
2,LIVE
3,LIVE
4,LIVE
367,LIVE
368,FAIL
757,LIVE
758,LIVE
759,FAIL
760,LIVE
761,LIVE
762,LIVE
763,FAIL
791,FAIL
792,FAIL
793,LIVE
794,LIVE
795,FAIL
796,FAIL
797,FAIL
1180,FAIL
1241,LIVE
1242,LIVE
1243,LIVE
1244,LIVE
1245,LIVE
1246,LIVE
1247,LIVE
1248,LIVE
1249,LIVE
1250,LIVE
1251,FAIL
1252,FAIL
1253,FAIL
1254,FAIL
1255,FAIL
1256,FAIL
1257,FAIL
1258,FAIL
1259,FAIL
1260,FAIL
1261,FAIL
1262,FAIL
1263,LIVE
1264,FAIL
1265,LIVE
1266,FAIL
1267,LIVE
1268,LIVE
1269,LIVE
1272,LIVE
1273,FAIL
1274,FAIL
1275,LIVE
1276,LIVE
1277,LIVE
1278,LIVE
1279,FAIL
1280,LIVE
1281,FAIL
1293,LIVE
1294,LIVE
1316,FAIL
1317,LIVE
1318,LIVE
1319,LIVE
1320,FAIL
1321,FAIL
1322,FAIL
1323,FAIL
1324,LIVE
1325,LIVE
1326,LIVE
1327,FAIL
1328,FAIL
1329,FAIL
1330,LIVE
1331,LIVE
1332,LIVE
1333,LIVE
1334,LIVE
1335,LIVE
1336,LIVE
1338,LIVE
1339,FAIL
1340,FAIL
1511,LIVE
1524,FAIL
1556,LIVE
1557,LIVE
1558,LIVE
1559,FAIL
1560,LIVE
1561,FAIL
1562,FAIL
1563,LIVE
1564,LIVE
1565,FAIL
1566,LIVE
1567,FAIL
1568,FAIL
1569,LIVE
1570,FAIL
1571,LIVE
1572,LIVE
1573,FAIL
1574,FAIL
1575,FAIL
1576,LIVE
1577,LIVE
1578,FAIL
1579,FAIL
1580,FAIL
1581,FAIL
1582,FAIL
1583,LIVE
1584,FAIL
1585,FAIL
1586,FAIL
1587,LIVE
1588,LIVE
1589,FAIL
1590,FAIL
1591,FAIL
