TestNo,MutantNo
2,40
2,56
5,40
5,56
750,13
750,40
751,13
751,39
751,40
751,42
751,46
752,13
752,40
753,40
754,13
754,40
756,13
756,40
756,61
758,13
758,40
761,13
761,40
762,13
762,39
762,40
762,42
762,46
769,13
769,39
769,40
769,42
769,46
770,13
770,40
772,13
772,14
772,39
772,40
772,42
772,46
772,49
778,40
779,13
779,40
780,13
780,40
781,13
781,39
781,40
781,42
781,46
782,260
785,13
785,40
786,40
787,13
787,40
788,12
788,40
788,50
788,52
788,53
788,56
790,12
790,39
790,40
790,42
790,46
790,49
790,52
790,53
790,56
791,40
794,13
794,39
794,40
794,42
794,46
794,49
796,13
796,40
797,13
797,39
797,40
797,42
797,46
798,13
798,39
798,40
798,42
798,46
798,49
799,13
799,40
799,52
799,53
799,56
799,68
799,70
799,258
799,261
799,264
799,267
799,269
801,13
801,40
803,40
804,13
804,39
804,40
804,42
804,46
805,40
806,13
806,39
806,40
806,42
806,46
806,49
807,39
807,42
807,46
807,49
807,71
807,72
807,78
807,79
807,80
807,82
807,84
807,86
810,50
810,51
810,71
810,72
810,78
810,79
810,80
810,82
810,84
810,86
810,227
810,228
810,231
810,233
810,234
810,235
810,238
810,240
812,13
812,40
815,13
815,40
815,274
815,276
815,279
815,287
815,288
815,289
816,12
816,13
816,40
816,52
816,53
816,56
816,60
816,68
816,70
816,96
816,98
816,258
816,261
816,264
816,269
817,12
817,40
817,45
820,12
820,40
820,52
820,53
820,56
820,60
821,40
823,12
823,40
823,52
823,53
823,56
824,39
824,42
824,43
824,45
824,46
824,48
824,49
824,50
824,51
824,68
824,71
824,72
824,78
824,79
824,80
824,82
824,84
824,86
824,227
824,228
824,231
824,233
824,234
824,235
824,238
824,240
825,12
825,13
825,40
825,55
826,40
826,54
827,12
827,40
827,46
827,52
827,53
827,56
828,40
828,54
829,13
829,40
830,40
832,40
833,13
833,40
834,39
834,40
835,13
835,39
835,40
835,42
835,46
835,49
837,1
837,13
837,39
837,40
837,42
837,46
838,13
838,40
838,60
838,186
839,13
839,39
839,40
839,42
839,46
839,49
840,13
840,40
840,41
841,13
841,39
841,40
