MutantNo,[FAIL | TIME | EXC | LIVE]
868,FAIL
869,LIVE
870,LIVE
871,FAIL
872,FAIL
873,LIVE
874,FAIL
875,FAIL
876,LIVE
877,LIVE
878,FAIL
879,FAIL
880,LIVE
881,FAIL
882,LIVE
883,LIVE
884,FAIL
885,LIVE
886,LIVE
887,LIVE
888,FAIL
896,FAIL
897,FAIL
898,FAIL
899,LIVE
900,LIVE
901,LIVE
902,FAIL
903,FAIL
904,LIVE
905,LIVE
906,FAIL
907,FAIL
908,LIVE
909,FAIL
951,FAIL
952,FAIL
953,FAIL
954,LIVE
955,LIVE
956,LIVE
957,FAIL
986,FAIL
987,FAIL
988,FAIL
989,LIVE
990,LIVE
991,FAIL
992,FAIL
1000,FAIL
1001,FAIL
1002,FAIL
1003,LIVE
1004,FAIL
1005,FAIL
1006,FAIL
1309,FAIL
1310,FAIL
1311,FAIL
1312,LIVE
1313,LIVE
1314,LIVE
1315,FAIL
1323,FAIL
1324,FAIL
1325,FAIL
1326,LIVE
1327,LIVE
1328,LIVE
1329,FAIL
1493,FAIL
1579,FAIL
1580,FAIL
1581,FAIL
1582,FAIL
1583,LIVE
1584,FAIL
1585,LIVE
1586,FAIL
1587,LIVE
1588,LIVE
1589,FAIL
1590,FAIL
1591,FAIL
1592,FAIL
1593,FAIL
1594,FAIL
1595,FAIL
1596,FAIL
1597,FAIL
1598,FAIL
1599,FAIL
1600,FAIL
1601,LIVE
1602,FAIL
1603,LIVE
1604,FAIL
1605,LIVE
1606,LIVE
1607,LIVE
1610,LIVE
1611,FAIL
1612,FAIL
1613,LIVE
1614,LIVE
1615,LIVE
1616,LIVE
1617,LIVE
1618,LIVE
1619,FAIL
1656,LIVE
1657,FAIL
