TestNo,MutantNo
1045,7
1048,56
1052,211
1055,6
1055,7
1061,336
1061,337
1065,124
1065,125
1070,294
1070,295
1070,299
1070,310
1070,809
1073,690
1074,840
1080,859
1080,862
1081,53
1081,55
1083,859
1083,862
1084,211
1085,867
1085,871
1085,874
1085,875
1085,877
1087,55
1089,124
1089,125
1090,124
1090,125
1091,337
1094,56
1097,124
1097,125
1098,133
1098,134
1099,124
1099,125
1100,212
1100,213
1100,215
1103,789
1105,212
1105,213
1105,215
1106,212
1106,213
1106,215
1109,212
1109,213
1109,215
1110,212
1110,213
1110,215
1110,690
1111,212
1111,213
1111,215
1113,212
1113,213
1113,215
1117,9
1119,9
1120,9
1121,9
1122,9
1122,57
1122,61
1122,75
1122,87
1122,88
1122,115
1123,9
1123,57
1123,61
1123,75
1123,87
1123,88
1123,115
1124,9
1125,9
1126,9
1127,9
1127,57
1127,61
1127,75
1127,87
1127,88
1127,115
1128,9
1129,9
1129,57
1129,61
1129,75
1129,87
1129,88
1129,115
1130,9
1131,9
1131,57
1131,61
1131,75
1131,87
1131,88
1131,115
1132,9
1132,57
1132,61
1132,75
1132,87
1132,88
1132,115
1133,9
1133,57
1133,61
1133,75
1133,87
1133,88
1133,115
1134,9
1134,57
1134,61
1134,75
1134,87
1134,88
1134,115
1135,9
1136,9
1136,57
1136,61
1136,75
1136,87
1136,88
1136,115
1138,9
1138,46
1138,52
1138,918
1138,919
1138,921
1139,9
1139,57
1139,61
1139,75
1139,87
1139,88
1139,115
1140,9
1141,8
1141,9
1141,10
1141,11
1141,16
1141,918
1141,919
1141,921
1142,9
1142,57
1142,61
1142,75
1142,87
1142,88
1142,115
1143,8
1143,9
1143,10
1143,11
1143,16
1143,52
1143,918
1143,919
1143,921
1144,9
1145,9
1145,57
1145,61
1145,75
1145,87
1145,88
1145,115
1146,9
1146,57
1146,61
1146,75
1146,87
1146,88
1146,115
1147,9
1147,57
1147,61
1147,75
1147,87
1147,88
1147,115
1148,9
1148,57
1148,60
1148,61
1148,75
1148,87
1148,88
1148,115
1149,9
1150,9
1150,52
1150,918
1150,919
1150,921
1151,9
1152,9
1153,9
1153,57
1153,61
1153,75
1153,87
1153,88
1153,115
1154,9
1154,52
1154,867
1154,883
1154,886
1154,887
1154,889
1154,918
1154,919
1154,921
1155,9
1156,9
1156,57
1156,61
1156,75
1156,87
1156,88
1156,115
1157,9
1157,57
1157,61
1157,75
1157,87
1157,88
1157,115
1158,9
1158,57
1158,61
1158,75
1158,87
1158,88
1158,102
1158,115
1159,9
1159,57
1159,61
1159,75
1159,87
1159,88
1159,115
1160,212
1160,213
1160,215
1161,9
1161,57
1161,61
1161,75
1161,87
1161,88
1161,115
1162,9
1162,57
1162,61
1162,75
1162,87
1162,88
1162,115
1163,9
1163,294
1163,295
1163,311
1163,918
1163,919
1163,921
1164,9
1164,57
1164,61
1164,75
1164,87
1164,88
1164,115
1165,9
1165,57
1165,61
1165,75
1165,87
1165,88
1165,115
1166,9
1166,57
1166,61
1166,75
1166,87
1166,88
1166,115
1167,9
1167,48
1167,57
1167,61
1167,75
1167,87
1167,88
1167,115
1168,9
1168,52
1168,271
1168,294
1168,295
1168,311
1168,811
1168,918
1168,919
1168,921
1169,9
1169,57
1169,61
1169,75
1169,87
1169,88
1169,115
1170,9
1170,57
1170,61
1170,75
1170,87
1170,88
1170,115
1171,9
1172,9
1172,57
1172,61
1172,75
1172,87
1172,88
1172,115
1173,9
1173,52
1173,57
1173,61
1173,75
1173,87
1173,88
1173,115
1173,918
1173,919
1173,921
1174,8
1174,9
1174,10
1174,11
1174,13
1174,14
1174,16
1174,55
1174,57
1174,61
1174,62
1174,75
1174,87
1174,88
1174,115
1174,124
1174,125
1174,128
1174,212
1174,213
1174,215
1174,311
1174,314
1174,836
1174,838
1174,840
1174,842
1174,849
1174,851
1174,852
1174,853
1174,855
1174,857
1174,859
1175,9
1175,57
1175,61
1175,75
1175,87
1175,88
1175,115
1176,8
1176,9
1176,10
1176,11
1176,13
1176,14
1176,16
1176,57
1176,88
1176,133
1176,134
1176,137
1176,212
1176,213
1176,215
1176,311
1176,314
1176,836
1176,838
1176,840
1176,842
1176,851
1176,852
1176,853
1176,855
1176,857
1176,859
1176,870
1176,873
1176,874
1176,875
1176,876
1177,9
1177,57
1177,61
1177,75
1177,87
1177,88
1177,115
1178,9
1178,57
1178,61
1178,75
1178,87
1178,88
1178,115
1179,8
1179,9
1179,10
1179,11
1179,13
1179,14
1179,16
1179,57
1179,88
1179,133
1179,134
1179,137
1179,147
1179,148
1179,149
1179,150
1179,154
1179,155
1179,156
1179,165
1179,166
1179,168
1179,169
1179,170
1179,172
