MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,LIVE
11,FAIL
12,FAIL
13,FAIL
14,FAIL
15,LIVE
16,FAIL
17,LIVE
18,LIVE
19,LIVE
20,FAIL
21,FAIL
22,FAIL
23,FAIL
24,FAIL
25,FAIL
26,LIVE
27,FAIL
28,FAIL
29,FAIL
30,LIVE
31,LIVE
32,FAIL
33,FAIL
34,FAIL
35,FAIL
36,FAIL
37,LIVE
38,FAIL
39,FAIL
40,FAIL
41,LIVE
67,FAIL
68,FAIL
69,FAIL
70,FAIL
71,LIVE
72,FAIL
73,FAIL
74,FAIL
75,LIVE
76,FAIL
77,FAIL
78,LIVE
79,LIVE
80,LIVE
94,FAIL
95,FAIL
96,LIVE
97,LIVE
98,LIVE
99,LIVE
100,LIVE
101,FAIL
102,FAIL
103,FAIL
104,FAIL
105,LIVE
106,LIVE
107,FAIL
108,LIVE
109,FAIL
110,LIVE
111,FAIL
112,FAIL
113,LIVE
114,LIVE
116,FAIL
117,LIVE
118,FAIL
120,FAIL
121,LIVE
122,FAIL
123,FAIL
124,LIVE
125,LIVE
126,FAIL
127,LIVE
128,FAIL
129,FAIL
131,FAIL
132,LIVE
133,LIVE
134,LIVE
135,LIVE
136,FAIL
137,LIVE
138,LIVE
139,FAIL
140,LIVE
141,FAIL
142,LIVE
143,FAIL
155,LIVE
156,FAIL
157,FAIL
158,FAIL
159,FAIL
162,LIVE
163,LIVE
164,LIVE
165,LIVE
166,LIVE
167,LIVE
168,FAIL
169,LIVE
170,LIVE
171,FAIL
172,LIVE
173,LIVE
174,LIVE
175,FAIL
176,LIVE
177,FAIL
178,LIVE
179,LIVE
180,LIVE
181,FAIL
194,LIVE
195,FAIL
199,LIVE
200,LIVE
201,LIVE
202,LIVE
203,LIVE
204,LIVE
205,LIVE
208,LIVE
209,LIVE
210,LIVE
211,LIVE
212,LIVE
213,LIVE
214,FAIL
216,LIVE
217,LIVE
218,LIVE
219,LIVE
220,LIVE
221,LIVE
222,LIVE
223,LIVE
224,LIVE
225,LIVE
226,LIVE
227,LIVE
228,LIVE
229,LIVE
230,LIVE
231,LIVE
232,LIVE
233,LIVE
234,LIVE
235,LIVE
236,LIVE
237,LIVE
238,LIVE
239,LIVE
240,LIVE
241,LIVE
242,LIVE
243,LIVE
244,LIVE
245,LIVE
246,LIVE
247,LIVE
248,LIVE
249,LIVE
250,LIVE
251,LIVE
252,LIVE
253,LIVE
254,LIVE
255,LIVE
256,LIVE
257,LIVE
279,LIVE
280,LIVE
283,LIVE
284,LIVE
287,LIVE
288,LIVE
314,LIVE
315,FAIL
316,FAIL
317,FAIL
318,LIVE
319,FAIL
320,FAIL
321,FAIL
322,LIVE
323,LIVE
324,LIVE
325,LIVE
326,LIVE
327,FAIL
328,LIVE
329,LIVE
330,LIVE
331,FAIL
332,FAIL
354,LIVE
355,LIVE
356,FAIL
357,LIVE
358,LIVE
359,LIVE
360,FAIL
361,FAIL
374,FAIL
375,LIVE
376,LIVE
378,LIVE
379,LIVE
380,LIVE
381,LIVE
385,LIVE
386,LIVE
387,LIVE
391,LIVE
392,LIVE
394,LIVE
395,FAIL
396,LIVE
397,LIVE
398,LIVE
399,FAIL
400,LIVE
401,LIVE
402,FAIL
445,LIVE
446,FAIL
448,LIVE
449,FAIL
484,LIVE
485,LIVE
486,FAIL
487,FAIL
488,FAIL
489,FAIL
490,LIVE
491,FAIL
492,FAIL
493,LIVE
494,FAIL
495,LIVE
496,FAIL
497,FAIL
498,LIVE
499,FAIL
500,LIVE
501,FAIL
502,LIVE
503,FAIL
504,LIVE
505,LIVE
506,FAIL
507,LIVE
508,LIVE
509,LIVE
510,FAIL
511,LIVE
512,FAIL
541,FAIL
542,LIVE
543,FAIL
544,LIVE
545,FAIL
546,LIVE
547,LIVE
548,LIVE
549,LIVE
550,LIVE
551,FAIL
552,LIVE
553,LIVE
554,FAIL
555,FAIL
556,FAIL
557,LIVE
558,FAIL
559,LIVE
560,LIVE
561,LIVE
562,LIVE
563,FAIL
574,FAIL
575,LIVE
576,FAIL
