1:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.CodeGenerator@<init>(com.google.javascript.jscomp.CodeConsumer,java.nio.charset.Charset):52:outputCharset == null |==> outputCharset != null
2:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.CodeGenerator@<init>(com.google.javascript.jscomp.CodeConsumer,java.nio.charset.Charset):52:outputCharset == null |==> false
3:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.CodeGenerator@<init>(com.google.javascript.jscomp.CodeConsumer,java.nio.charset.Charset):52:outputCharset == null |==> true
4:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.CodeGenerator@<init>(com.google.javascript.jscomp.CodeConsumer,java.nio.charset.Charset):52:outputCharset == Charsets.US_ASCII |==> outputCharset != Charsets.US_ASCII
5:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.CodeGenerator@<init>(com.google.javascript.jscomp.CodeConsumer,java.nio.charset.Charset):52:outputCharset == Charsets.US_ASCII |==> false
6:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.CodeGenerator@<init>(com.google.javascript.jscomp.CodeConsumer,java.nio.charset.Charset):52:outputCharset == Charsets.US_ASCII |==> true
7:COR:||(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.CodeGenerator@<init>(com.google.javascript.jscomp.CodeConsumer,java.nio.charset.Charset):52:outputCharset == null || outputCharset == Charsets.US_ASCII |==> outputCharset == null != (outputCharset == Charsets.US_ASCII)
8:COR:||(boolean,boolean):&&(boolean,boolean):com.google.javascript.jscomp.CodeGenerator@<init>(com.google.javascript.jscomp.CodeConsumer,java.nio.charset.Charset):52:outputCharset == null || outputCharset == Charsets.US_ASCII |==> outputCharset == null && outputCharset == Charsets.US_ASCII
9:COR:||(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.CodeGenerator@<init>(com.google.javascript.jscomp.CodeConsumer,java.nio.charset.Charset):52:outputCharset == null || outputCharset == Charsets.US_ASCII |==> outputCharset == null == (outputCharset == Charsets.US_ASCII)
10:COR:||(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.CodeGenerator@<init>(com.google.javascript.jscomp.CodeConsumer,java.nio.charset.Charset):52:outputCharset == null || outputCharset == Charsets.US_ASCII |==> false
11:COR:||(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.CodeGenerator@<init>(com.google.javascript.jscomp.CodeConsumer,java.nio.charset.Charset):52:outputCharset == null || outputCharset == Charsets.US_ASCII |==> outputCharset == null
12:COR:||(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.CodeGenerator@<init>(com.google.javascript.jscomp.CodeConsumer,java.nio.charset.Charset):52:outputCharset == null || outputCharset == Charsets.US_ASCII |==> outputCharset == Charsets.US_ASCII
13:COR:||(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.CodeGenerator@<init>(com.google.javascript.jscomp.CodeConsumer,java.nio.charset.Charset):52:outputCharset == null || outputCharset == Charsets.US_ASCII |==> true
14:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.CodeGenerator@tagAsStrict():71:add("\'use strict\';") |==> <NO-OP>
15:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.CodeGenerator@add(java.lang.String):75:cc.add(str) |==> <NO-OP>
16:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.CodeGenerator@addIdentifier(java.lang.String):79:cc.addIdentifier(identifierEscape(identifier)) |==> <NO-OP>
17:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.CodeGenerator@add(com.google.javascript.rhino.Node):83:add(n, Context.OTHER) |==> <NO-OP>
18:COR:cc.continueProcessing():TRUE:com.google.javascript.jscomp.CodeGenerator@add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):87:cc.continueProcessing() |==> false
