MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,LIVE
3,LIVE
4,LIVE
1096,FAIL
1097,LIVE
1098,FAIL
1099,FAIL
1327,LIVE
1328,LIVE
1329,LIVE
1330,LIVE
1331,LIVE
1332,LIVE
1333,LIVE
1391,FAIL
1392,FAIL
1393,LIVE
1394,FAIL
1395,LIVE
1396,FAIL
1397,LIVE
1398,LIVE
1399,LIVE
1400,FAIL
1401,FAIL
1402,LIVE
1403,FAIL
1404,FAIL
1733,FAIL
1734,FAIL
1735,FAIL
1736,FAIL
1737,LIVE
1738,FAIL
1739,LIVE
1740,FAIL
1741,LIVE
1779,FAIL
1780,FAIL
1781,FAIL
1782,FAIL
1783,FAIL
1784,LIVE
1785,FAIL
1786,FAIL
1787,FAIL
1788,FAIL
1789,LIVE
1790,LIVE
1791,LIVE
1792,FAIL
1793,LIVE
1794,LIVE
1795,FAIL
1796,LIVE
1797,LIVE
1798,LIVE
1799,FAIL
1800,FAIL
1801,FAIL
1802,FAIL
1803,FAIL
1804,FAIL
1805,LIVE
1806,FAIL
1807,FAIL
1810,FAIL
1811,FAIL
1854,LIVE
1855,LIVE
1856,LIVE
1857,LIVE
1858,LIVE
1859,LIVE
1860,LIVE
1861,LIVE
1862,LIVE
1863,LIVE
1864,LIVE
1865,LIVE
1866,LIVE
1867,LIVE
1868,LIVE
1869,LIVE
1870,LIVE
1871,LIVE
1872,LIVE
1873,LIVE
1874,LIVE
1875,LIVE
1876,LIVE
1877,LIVE
1881,FAIL
2023,LIVE
2024,LIVE
2025,LIVE
2026,FAIL
2027,LIVE
2028,FAIL
2029,LIVE
2165,FAIL
2166,FAIL
2167,FAIL
2168,FAIL
2169,FAIL
2170,FAIL
2171,FAIL
2172,FAIL
2173,FAIL
2174,FAIL
2175,LIVE
2176,LIVE
2177,LIVE
2178,FAIL
2179,FAIL
2180,LIVE
2181,FAIL
2182,FAIL
2199,LIVE
2200,LIVE
2201,LIVE
2202,LIVE
2203,LIVE
2204,FAIL
2205,LIVE
2206,LIVE
2207,LIVE
2208,FAIL
2209,LIVE
2210,FAIL
2211,FAIL
2212,LIVE
2213,FAIL
