MutantNo,[FAIL | TIME | EXC | LIVE]
1,LIVE
2,LIVE
3,LIVE
7,LIVE
8,LIVE
9,LIVE
10,LIVE
11,LIVE
12,LIVE
13,LIVE
17,FAIL
18,FAIL
19,LIVE
20,LIVE
21,LIVE
22,LIVE
26,LIVE
27,LIVE
28,LIVE
29,LIVE
30,LIVE
31,LIVE
32,LIVE
79,LIVE
1600,LIVE
1601,LIVE
1602,LIVE
1603,LIVE
1604,LIVE
1605,LIVE
1606,LIVE
1607,LIVE
1608,LIVE
1609,LIVE
1610,LIVE
1611,LIVE
1612,LIVE
1613,LIVE
1614,LIVE
1615,LIVE
1616,LIVE
1617,LIVE
1618,LIVE
1619,LIVE
1620,LIVE
1621,LIVE
1622,LIVE
1623,LIVE
1624,LIVE
1625,LIVE
1626,LIVE
1627,LIVE
1628,LIVE
1629,LIVE
1630,LIVE
1634,LIVE
1635,LIVE
1636,LIVE
1637,LIVE
1638,LIVE
1639,LIVE
1640,LIVE
1650,LIVE
1651,LIVE
1652,LIVE
1653,LIVE
1654,LIVE
1655,LIVE
1656,LIVE
1657,LIVE
1658,LIVE
1659,LIVE
1660,LIVE
1661,LIVE
1662,LIVE
1663,LIVE
1897,LIVE
1898,LIVE
1899,LIVE
1900,LIVE
1901,LIVE
1902,LIVE
1903,LIVE
1904,LIVE
2065,LIVE
2066,LIVE
2067,LIVE
2068,LIVE
2069,LIVE
2070,LIVE
2071,LIVE
2073,LIVE
2074,LIVE
2075,LIVE
2076,LIVE
2077,LIVE
2078,LIVE
2079,LIVE
2080,LIVE
2081,LIVE
2082,LIVE
2083,LIVE
2084,LIVE
2085,LIVE
2086,LIVE
2087,LIVE
2088,LIVE
2089,LIVE
2090,LIVE
2091,LIVE
2092,LIVE
2093,LIVE
2094,LIVE
2095,LIVE
2096,LIVE
2097,LIVE
2098,LIVE
2099,LIVE
2100,LIVE
2101,LIVE
2102,LIVE
2103,LIVE
2105,FAIL
