MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,LIVE
11,FAIL
12,FAIL
13,FAIL
14,FAIL
15,LIVE
16,FAIL
17,LIVE
18,LIVE
19,LIVE
20,LIVE
21,FAIL
22,LIVE
23,FAIL
24,LIVE
25,FAIL
26,LIVE
27,FAIL
28,FAIL
29,LIVE
30,LIVE
31,LIVE
32,LIVE
33,FAIL
34,LIVE
60,FAIL
61,FAIL
62,LIVE
63,FAIL
64,LIVE
65,FAIL
66,FAIL
67,LIVE
68,FAIL
69,FAIL
70,FAIL
71,LIVE
73,FAIL
74,LIVE
75,LIVE
76,LIVE
77,FAIL
78,FAIL
79,LIVE
80,LIVE
81,LIVE
108,LIVE
109,FAIL
111,LIVE
112,LIVE
113,LIVE
115,FAIL
116,FAIL
117,FAIL
118,FAIL
119,LIVE
120,LIVE
121,FAIL
122,FAIL
123,LIVE
124,LIVE
125,FAIL
126,LIVE
127,LIVE
128,FAIL
129,FAIL
130,LIVE
131,LIVE
132,FAIL
133,LIVE
134,FAIL
135,FAIL
136,FAIL
137,LIVE
138,FAIL
139,FAIL
140,FAIL
141,FAIL
142,FAIL
143,LIVE
144,FAIL
146,FAIL
147,LIVE
148,FAIL
149,FAIL
150,LIVE
151,LIVE
152,FAIL
153,FAIL
154,FAIL
155,FAIL
157,LIVE
158,LIVE
159,LIVE
160,FAIL
161,LIVE
162,LIVE
163,FAIL
164,FAIL
165,LIVE
166,FAIL
168,LIVE
169,LIVE
170,FAIL
171,LIVE
172,LIVE
173,LIVE
174,LIVE
175,FAIL
176,LIVE
177,FAIL
178,LIVE
179,LIVE
180,LIVE
185,LIVE
186,LIVE
188,LIVE
197,LIVE
198,LIVE
199,LIVE
200,FAIL
201,LIVE
213,LIVE
214,LIVE
215,LIVE
216,FAIL
227,LIVE
228,FAIL
231,LIVE
232,FAIL
243,LIVE
244,LIVE
245,LIVE
246,LIVE
247,LIVE
248,LIVE
249,LIVE
250,LIVE
315,LIVE
316,LIVE
340,FAIL
341,FAIL
342,FAIL
343,FAIL
344,LIVE
345,FAIL
346,LIVE
347,LIVE
348,FAIL
349,FAIL
350,LIVE
351,LIVE
352,LIVE
380,FAIL
381,FAIL
382,LIVE
383,FAIL
384,LIVE
385,LIVE
386,LIVE
387,LIVE
388,FAIL
389,LIVE
390,FAIL
407,LIVE
408,FAIL
454,LIVE
455,FAIL
457,LIVE
458,FAIL
459,LIVE
460,FAIL
462,LIVE
463,LIVE
465,LIVE
466,LIVE
467,LIVE
468,LIVE
469,LIVE
470,LIVE
471,LIVE
482,LIVE
483,LIVE
484,LIVE
485,LIVE
486,LIVE
487,LIVE
488,LIVE
489,LIVE
490,LIVE
491,LIVE
492,LIVE
493,LIVE
494,LIVE
495,LIVE
496,LIVE
497,LIVE
498,LIVE
499,LIVE
500,LIVE
501,LIVE
502,LIVE
503,FAIL
504,LIVE
505,LIVE
506,FAIL
507,LIVE
508,FAIL
509,FAIL
510,LIVE
511,LIVE
512,LIVE
513,FAIL
514,FAIL
515,FAIL
516,LIVE
517,FAIL
518,LIVE
519,LIVE
520,LIVE
522,FAIL
523,FAIL
524,LIVE
525,FAIL
526,LIVE
527,LIVE
528,FAIL
529,LIVE
530,FAIL
532,LIVE
533,LIVE
534,LIVE
535,LIVE
536,LIVE
537,FAIL
538,LIVE
539,FAIL
541,FAIL
542,FAIL
543,FAIL
544,LIVE
545,FAIL
546,FAIL
547,FAIL
548,FAIL
549,FAIL
550,FAIL
551,LIVE
552,FAIL
553,LIVE
554,LIVE
555,LIVE
556,LIVE
557,LIVE
558,LIVE
559,LIVE
565,LIVE
566,LIVE
568,FAIL
569,LIVE
570,FAIL
