MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,LIVE
4,FAIL
5,LIVE
6,FAIL
7,LIVE
8,FAIL
9,LIVE
10,LIVE
11,FAIL
12,LIVE
13,FAIL
14,FAIL
15,LIVE
16,FAIL
17,FAIL
18,FAIL
19,FAIL
20,LIVE
21,FAIL
22,FAIL
23,FAIL
24,FAIL
25,LIVE
26,FAIL
27,LIVE
28,LIVE
29,FAIL
30,FAIL
31,LIVE
32,FAIL
33,FAIL
34,FAIL
35,LIVE
36,FAIL
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,FAIL
42,FAIL
43,FAIL
44,FAIL
45,FAIL
46,FAIL
47,LIVE
48,FAIL
49,LIVE
50,LIVE
51,LIVE
52,LIVE
53,FAIL
54,LIVE
55,FAIL
56,LIVE
57,LIVE
58,FAIL
59,FAIL
60,FAIL
61,LIVE
62,FAIL
63,LIVE
64,LIVE
65,FAIL
66,LIVE
67,LIVE
68,FAIL
69,FAIL
70,LIVE
71,FAIL
78,LIVE
79,LIVE
80,LIVE
81,LIVE
82,LIVE
83,LIVE
84,LIVE
85,LIVE
86,LIVE
150,FAIL
151,LIVE
166,FAIL
167,LIVE
168,LIVE
169,LIVE
170,LIVE
172,FAIL
173,LIVE
174,FAIL
175,FAIL
176,FAIL
177,FAIL
178,FAIL
179,LIVE
180,FAIL
181,LIVE
182,FAIL
183,LIVE
184,FAIL
185,FAIL
186,FAIL
187,FAIL
188,FAIL
189,FAIL
190,LIVE
191,FAIL
192,FAIL
193,LIVE
194,LIVE
195,FAIL
196,FAIL
197,FAIL
198,FAIL
199,FAIL
200,FAIL
201,LIVE
202,LIVE
203,LIVE
204,LIVE
205,FAIL
206,FAIL
207,FAIL
208,LIVE
209,LIVE
210,LIVE
211,FAIL
212,LIVE
213,LIVE
214,LIVE
215,LIVE
216,LIVE
217,LIVE
218,LIVE
219,LIVE
220,LIVE
233,FAIL
234,FAIL
235,FAIL
236,FAIL
237,FAIL
238,FAIL
239,FAIL
240,LIVE
241,FAIL
242,LIVE
243,FAIL
244,LIVE
245,LIVE
246,LIVE
247,LIVE
248,LIVE
249,LIVE
250,LIVE
251,FAIL
252,FAIL
253,FAIL
254,FAIL
255,FAIL
256,FAIL
257,LIVE
258,FAIL
259,FAIL
260,FAIL
261,LIVE
262,LIVE
263,LIVE
264,LIVE
265,LIVE
266,LIVE
267,LIVE
268,FAIL
269,FAIL
270,FAIL
271,FAIL
272,FAIL
273,FAIL
274,LIVE
275,FAIL
276,FAIL
277,FAIL
278,LIVE
342,FAIL
343,LIVE
344,LIVE
345,FAIL
346,FAIL
347,LIVE
348,FAIL
349,FAIL
370,FAIL
371,FAIL
372,LIVE
382,LIVE
383,FAIL
384,FAIL
385,FAIL
386,LIVE
387,FAIL
388,LIVE
408,LIVE
409,LIVE
410,LIVE
411,LIVE
412,FAIL
413,FAIL
414,LIVE
415,LIVE
416,FAIL
417,FAIL
418,FAIL
419,FAIL
420,LIVE
421,FAIL
422,FAIL
423,FAIL
424,LIVE
425,LIVE
426,FAIL
427,LIVE
428,FAIL
430,FAIL
431,FAIL
432,LIVE
451,FAIL
452,FAIL
453,LIVE
454,LIVE
455,LIVE
456,LIVE
457,LIVE
458,LIVE
459,LIVE
460,LIVE
461,LIVE
462,LIVE
463,FAIL
464,FAIL
465,FAIL
466,LIVE
467,LIVE
468,LIVE
469,LIVE
470,LIVE
485,LIVE
486,LIVE
487,FAIL
488,FAIL
489,FAIL
490,LIVE
491,LIVE
492,LIVE
493,LIVE
494,LIVE
495,LIVE
496,LIVE
497,FAIL
498,FAIL
499,FAIL
500,LIVE
501,LIVE
502,FAIL
503,LIVE
504,LIVE
505,LIVE
506,LIVE
507,FAIL
508,FAIL
509,FAIL
510,LIVE
511,FAIL
512,FAIL
513,FAIL
514,FAIL
515,FAIL
516,FAIL
517,LIVE
518,FAIL
519,LIVE
520,LIVE
521,FAIL
522,FAIL
523,FAIL
524,LIVE
525,FAIL
527,FAIL
528,FAIL
529,FAIL
530,FAIL
531,FAIL
532,LIVE
533,FAIL
541,FAIL
542,FAIL
543,LIVE
544,LIVE
545,FAIL
546,FAIL
547,FAIL
548,FAIL
549,LIVE
550,FAIL
551,LIVE
552,FAIL
554,LIVE
555,LIVE
