MutantNo,[FAIL | TIME | EXC | LIVE]
1,LIVE
2,LIVE
5,LIVE
6,LIVE
7,FAIL
8,LIVE
9,LIVE
10,LIVE
11,FAIL
12,LIVE
13,LIVE
14,FAIL
15,FAIL
16,FAIL
17,LIVE
18,FAIL
19,FAIL
20,LIVE
21,LIVE
22,LIVE
23,FAIL
24,FAIL
25,LIVE
26,LIVE
27,LIVE
28,LIVE
29,LIVE
30,LIVE
31,LIVE
32,LIVE
33,LIVE
34,LIVE
35,LIVE
36,LIVE
37,LIVE
38,LIVE
39,LIVE
40,FAIL
41,FAIL
42,FAIL
43,FAIL
44,FAIL
45,FAIL
46,LIVE
47,LIVE
48,LIVE
49,LIVE
50,LIVE
51,LIVE
52,LIVE
53,LIVE
54,LIVE
55,FAIL
56,LIVE
57,FAIL
59,LIVE
60,LIVE
61,LIVE
62,LIVE
63,LIVE
64,LIVE
65,LIVE
66,LIVE
67,FAIL
68,LIVE
69,LIVE
70,FAIL
71,FAIL
72,LIVE
73,FAIL
74,FAIL
75,LIVE
76,FAIL
77,FAIL
78,FAIL
79,LIVE
80,FAIL
81,FAIL
82,LIVE
83,FAIL
84,FAIL
85,LIVE
86,FAIL
87,LIVE
88,FAIL
89,FAIL
90,FAIL
91,FAIL
92,LIVE
93,LIVE
94,LIVE
95,LIVE
96,LIVE
97,LIVE
98,LIVE
99,LIVE
100,LIVE
101,LIVE
102,FAIL
103,LIVE
104,FAIL
105,LIVE
106,LIVE
107,LIVE
108,LIVE
109,LIVE
110,FAIL
111,LIVE
112,LIVE
113,FAIL
114,FAIL
115,LIVE
116,FAIL
119,FAIL
120,FAIL
121,LIVE
122,LIVE
123,LIVE
124,LIVE
125,LIVE
126,LIVE
127,LIVE
128,LIVE
129,LIVE
130,LIVE
131,LIVE
132,FAIL
133,FAIL
134,FAIL
135,LIVE
136,FAIL
137,FAIL
138,FAIL
139,LIVE
140,LIVE
141,LIVE
142,LIVE
143,LIVE
144,LIVE
145,LIVE
146,LIVE
147,LIVE
148,LIVE
149,LIVE
150,LIVE
151,LIVE
152,LIVE
153,LIVE
154,LIVE
155,LIVE
156,LIVE
