TestNo,MutantNo
1,1
1,2
1,86
1,88
1,91
1,92
1,94
1,95
1,96
1,98
1,101
1,102
1,104
1,105
2,44
2,47
2,48
2,50
2,55
2,58
2,59
2,61
2,88
2,91
2,92
2,94
2,98
2,101
2,102
2,104
3,1
3,2
3,51
3,52
3,88
3,91
3,92
3,94
3,95
3,98
3,101
3,102
3,104
3,105
4,1
4,2
4,42
4,44
4,47
4,48
4,50
4,53
4,54
4,55
4,56
4,58
4,60
4,88
4,91
4,92
4,94
4,95
4,98
4,101
4,102
4,104
4,105
5,1
5,2
5,64
5,65
5,66
5,67
5,68
5,69
5,70
5,74
5,86
5,88
5,91
5,92
5,94
5,95
5,96
5,98
5,101
5,102
5,104
5,105
7,1
7,2
7,12
7,13
7,86
7,87
7,88
7,89
7,90
7,91
7,92
7,93
7,94
7,95
7,96
7,97
7,98
7,99
7,100
7,101
7,102
7,103
7,104
7,105
8,1
8,2
8,62
8,63
8,86
8,87
8,88
8,89
8,90
8,91
8,92
8,94
8,95
8,98
8,101
8,102
8,104
8,105
9,2
9,97
9,98
9,99
9,101
9,103
10,1
10,2
10,3
10,5
10,8
10,9
10,11
10,14
10,15
10,16
10,17
10,22
10,23
10,29
10,30
10,31
10,32
10,33
10,34
10,35
10,36
10,37
10,38
10,39
10,40
10,41
10,86
10,88
10,91
10,92
10,94
10,95
10,96
10,98
10,101
10,102
10,103
10,104
10,105
11,1
11,76
11,77
11,78
11,79
11,80
11,81
11,82
11,83
11,84
11,86
11,88
11,87
11,89
11,90
11,92
11,91
11,93
11,95
11,94
11,96
11,98
11,97
11,99
11,101
11,100
11,103
11,102
11,104
11,105
