MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,FAIL
4,FAIL
5,FAIL
6,FAIL
7,FAIL
8,LIVE
9,FAIL
10,FAIL
11,FAIL
12,FAIL
13,FAIL
14,FAIL
15,FAIL
16,FAIL
17,FAIL
18,FAIL
19,FAIL
20,FAIL
21,FAIL
22,FAIL
23,FAIL
24,FAIL
25,FAIL
26,FAIL
27,FAIL
28,LIVE
29,LIVE
30,LIVE
31,LIVE
32,LIVE
33,LIVE
34,FAIL
35,FAIL
36,FAIL
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,FAIL
42,FAIL
43,FAIL
44,FAIL
45,FAIL
46,FAIL
47,FAIL
48,FAIL
49,FAIL
50,FAIL
51,FAIL
52,FAIL
53,FAIL
54,FAIL
55,FAIL
56,FAIL
57,FAIL
58,FAIL
59,FAIL
60,FAIL
61,FAIL
62,FAIL
63,FAIL
64,FAIL
65,FAIL
66,FAIL
67,LIVE
68,FAIL
75,FAIL
76,LIVE
77,FAIL
84,FAIL
85,LIVE
86,FAIL
93,FAIL
94,LIVE
95,FAIL
96,LIVE
97,FAIL
98,LIVE
99,LIVE
100,FAIL
101,LIVE
102,LIVE
103,FAIL
104,LIVE
105,FAIL
106,LIVE
107,FAIL
108,LIVE
109,LIVE
110,FAIL
111,LIVE
112,FAIL
113,LIVE
114,LIVE
115,LIVE
116,FAIL
117,LIVE
118,FAIL
119,LIVE
120,LIVE
121,FAIL
122,LIVE
123,LIVE
124,FAIL
125,LIVE
126,FAIL
127,LIVE
128,FAIL
129,LIVE
130,FAIL
131,LIVE
132,LIVE
133,LIVE
134,LIVE
135,LIVE
136,FAIL
137,LIVE
138,LIVE
139,LIVE
140,LIVE
141,LIVE
142,FAIL
143,LIVE
144,FAIL
145,LIVE
146,FAIL
147,LIVE
148,FAIL
149,LIVE
150,FAIL
151,FAIL
152,LIVE
153,LIVE
154,FAIL
155,FAIL
156,LIVE
157,LIVE
158,FAIL
159,FAIL
160,LIVE
161,FAIL
169,FAIL
170,LIVE
171,FAIL
183,FAIL
184,LIVE
185,FAIL
193,FAIL
194,LIVE
195,FAIL
196,LIVE
197,FAIL
198,LIVE
199,LIVE
200,LIVE
201,LIVE
202,LIVE
203,FAIL
204,LIVE
205,FAIL
206,LIVE
207,FAIL
208,LIVE
209,FAIL
210,LIVE
211,FAIL
212,LIVE
213,FAIL
214,LIVE
215,FAIL
