MutantNo,[FAIL | TIME | EXC | LIVE]
1,LIVE
2,LIVE
3,LIVE
4,FAIL
5,LIVE
6,LIVE
7,LIVE
8,FAIL
9,FAIL
10,FAIL
11,FAIL
12,LIVE
13,FAIL
14,LIVE
15,LIVE
16,LIVE
17,LIVE
18,LIVE
19,LIVE
20,LIVE
21,LIVE
22,LIVE
23,LIVE
25,LIVE
26,LIVE
36,LIVE
37,FAIL
38,LIVE
39,LIVE
40,LIVE
41,FAIL
42,LIVE
43,FAIL
44,FAIL
45,LIVE
46,LIVE
47,FAIL
48,FAIL
49,FAIL
52,FAIL
53,FAIL
54,LIVE
55,LIVE
56,FAIL
57,FAIL
58,FAIL
60,FAIL
61,FAIL
62,LIVE
63,FAIL
64,LIVE
65,FAIL
66,LIVE
67,LIVE
68,LIVE
69,FAIL
70,LIVE
80,LIVE
81,LIVE
82,LIVE
83,LIVE
84,LIVE
85,LIVE
86,LIVE
87,LIVE
88,LIVE
89,LIVE
90,LIVE
91,LIVE
92,LIVE
