MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,FAIL
4,FAIL
5,FAIL
6,FAIL
7,FAIL
8,FAIL
9,FAIL
10,FAIL
11,FAIL
12,FAIL
13,FAIL
14,FAIL
15,FAIL
16,FAIL
17,FAIL
18,FAIL
19,FAIL
20,FAIL
21,FAIL
22,FAIL
23,FAIL
24,FAIL
25,FAIL
26,FAIL
27,FAIL
28,FAIL
29,FAIL
30,FAIL
31,FAIL
32,FAIL
33,FAIL
34,FAIL
35,FAIL
36,FAIL
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,FAIL
42,FAIL
43,FAIL
44,FAIL
45,FAIL
46,FAIL
47,FAIL
48,FAIL
49,FAIL
50,FAIL
51,FAIL
225,FAIL
226,FAIL
227,FAIL
236,FAIL
237,FAIL
238,FAIL
258,FAIL
259,FAIL
260,FAIL
261,FAIL
262,FAIL
263,FAIL
619,FAIL
620,FAIL
621,FAIL
622,FAIL
623,FAIL
624,FAIL
625,FAIL
626,FAIL
627,FAIL
628,FAIL
629,FAIL
630,FAIL
631,FAIL
632,FAIL
633,FAIL
634,FAIL
635,FAIL
636,FAIL
637,FAIL
638,FAIL
639,FAIL
640,FAIL
641,FAIL
642,FAIL
643,FAIL
644,FAIL
645,FAIL
646,FAIL
647,FAIL
648,FAIL
649,FAIL
650,FAIL
651,FAIL
652,FAIL
653,FAIL
654,FAIL
655,FAIL
656,FAIL
657,FAIL
658,FAIL
659,FAIL
660,FAIL
661,FAIL
662,FAIL
663,FAIL
664,FAIL
665,FAIL
666,FAIL
667,FAIL
668,FAIL
669,FAIL
670,FAIL
671,FAIL
672,FAIL
673,FAIL
674,FAIL
675,FAIL
676,FAIL
677,FAIL
678,FAIL
679,FAIL
680,FAIL
681,FAIL
682,FAIL
683,FAIL
684,FAIL
685,FAIL
686,FAIL
687,FAIL
688,FAIL
689,FAIL
690,FAIL
710,FAIL
711,FAIL
712,FAIL
713,FAIL
714,FAIL
715,FAIL
716,FAIL
812,FAIL
813,FAIL
814,FAIL
815,FAIL
816,FAIL
817,FAIL
818,FAIL
819,FAIL
820,FAIL
821,FAIL
822,FAIL
823,FAIL
824,FAIL
825,FAIL
826,FAIL
827,FAIL
828,FAIL
829,FAIL
830,FAIL
831,FAIL
832,FAIL
833,FAIL
834,FAIL
835,FAIL
836,FAIL
837,FAIL
838,FAIL
839,FAIL
840,FAIL
841,FAIL
