TestNo,MutantNo
407,1
407,2
407,4
407,5
407,6
407,7
407,8
407,9
407,10
407,13
407,16
407,17
407,19
407,20
407,21
407,22
407,24
407,25
407,27
407,29
407,34
407,42
407,46
407,51
407,54
407,56
407,57
407,60
407,64
407,66
407,67
407,69
407,70
407,71
407,72
407,73
407,74
407,75
410,1
410,2
410,4
410,5
410,6
410,7
410,8
410,9
410,10
410,13
410,16
410,17
410,19
410,20
410,21
410,22
410,66
410,67
410,69
410,70
410,71
410,72
410,73
410,74
410,75
410,76
410,77
410,79
410,82
410,83
410,84
410,85
410,87
410,88
410,90
410,91
410,92
410,93
410,94
414,1
414,2
414,4
414,5
414,6
414,7
414,8
414,9
414,10
414,13
414,16
414,17
414,19
414,20
414,21
414,22
414,24
414,25
414,27
414,29
414,34
414,42
414,46
414,51
414,54
414,56
414,57
414,60
414,64
414,66
414,67
414,69
414,70
414,71
414,72
414,73
414,74
414,75
416,1
416,2
416,4
416,5
416,6
416,7
416,8
416,9
416,10
416,13
416,16
416,17
416,19
416,20
416,21
416,22
416,24
416,25
416,27
416,29
416,34
416,42
416,46
416,51
416,54
416,56
416,57
416,60
416,64
416,66
416,67
416,69
416,70
416,71
416,72
416,73
416,74
416,75
423,2
423,4
423,5
423,6
423,7
423,8
423,9
423,13
423,16
423,17
423,19
423,20
425,1
425,2
425,4
425,5
425,6
425,7
425,8
425,9
425,10
425,13
425,16
425,17
425,19
425,20
425,21
425,22
425,66
425,67
425,69
425,70
425,71
425,72
425,73
425,74
425,75
429,1
429,2
429,4
429,5
429,6
429,7
429,8
429,9
429,10
429,13
429,16
429,17
429,19
429,20
429,21
429,22
429,66
429,67
429,69
429,70
429,71
429,72
429,73
429,74
429,75
435,2
435,4
435,5
435,6
435,7
435,8
435,9
435,13
435,16
435,17
435,19
435,20
436,2
436,4
436,5
436,6
436,7
436,8
436,9
436,13
436,16
436,17
436,19
436,20
438,1
438,2
438,4
438,5
438,6
438,7
438,8
438,9
438,10
438,13
438,16
438,17
438,19
438,20
438,21
438,22
438,66
438,67
438,69
438,70
438,71
438,72
438,73
438,74
438,75
438,79
440,1
440,2
440,4
440,5
440,6
440,7
440,8
440,9
440,10
440,13
440,16
440,17
440,19
440,20
440,24
440,25
440,27
440,29
440,34
440,42
440,46
440,51
440,54
440,56
440,57
440,60
440,64
441,1
441,2
