MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,FAIL
4,FAIL
5,FAIL
6,FAIL
7,FAIL
8,FAIL
9,FAIL
10,LIVE
11,LIVE
12,LIVE
14,LIVE
15,LIVE
16,LIVE
18,FAIL
19,FAIL
20,FAIL
21,FAIL
22,FAIL
23,FAIL
24,FAIL
25,LIVE
26,FAIL
27,FAIL
28,FAIL
29,FAIL
30,FAIL
31,FAIL
32,LIVE
33,LIVE
34,LIVE
35,LIVE
36,LIVE
37,LIVE
38,LIVE
39,LIVE
40,LIVE
42,FAIL
43,FAIL
44,FAIL
45,FAIL
46,FAIL
47,FAIL
48,FAIL
49,FAIL
50,FAIL
51,FAIL
52,FAIL
53,FAIL
54,FAIL
55,FAIL
56,FAIL
57,FAIL
58,FAIL
59,LIVE
60,FAIL
61,LIVE
62,LIVE
63,LIVE
64,FAIL
65,LIVE
66,LIVE
67,LIVE
68,LIVE
69,LIVE
71,LIVE
72,LIVE
73,LIVE
74,LIVE
75,FAIL
76,LIVE
77,FAIL
79,FAIL
80,FAIL
81,FAIL
82,FAIL
83,FAIL
84,FAIL
85,FAIL
86,FAIL
87,LIVE
88,FAIL
89,LIVE
90,FAIL
91,FAIL
92,LIVE
93,FAIL
94,LIVE
95,FAIL
96,LIVE
97,FAIL
98,FAIL
99,LIVE
100,FAIL
101,LIVE
102,FAIL
103,LIVE
104,FAIL
105,FAIL
106,LIVE
107,FAIL
108,LIVE
109,FAIL
110,LIVE
111,FAIL
112,FAIL
113,LIVE
114,FAIL
115,LIVE
116,FAIL
117,LIVE
118,FAIL
119,FAIL
120,LIVE
121,FAIL
122,LIVE
123,FAIL
124,LIVE
125,FAIL
126,FAIL
127,LIVE
128,FAIL
129,FAIL
130,FAIL
131,LIVE
132,FAIL
133,FAIL
134,LIVE
229,FAIL
230,FAIL
231,FAIL
232,FAIL
233,FAIL
234,FAIL
235,FAIL
236,LIVE
237,LIVE
238,FAIL
239,FAIL
240,FAIL
241,FAIL
242,FAIL
243,LIVE
244,LIVE
245,LIVE
246,FAIL
247,FAIL
248,LIVE
249,FAIL
250,FAIL
251,FAIL
252,FAIL
253,FAIL
254,FAIL
255,LIVE
256,LIVE
257,FAIL
258,LIVE
259,FAIL
260,FAIL
261,FAIL
262,FAIL
263,LIVE
264,LIVE
265,FAIL
266,LIVE
267,FAIL
268,LIVE
269,LIVE
270,LIVE
271,FAIL
272,FAIL
273,FAIL
274,FAIL
275,LIVE
276,LIVE
277,LIVE
278,LIVE
279,LIVE
281,FAIL
282,LIVE
283,FAIL
284,LIVE
285,LIVE
286,FAIL
287,LIVE
288,FAIL
289,LIVE
290,LIVE
291,FAIL
292,LIVE
293,FAIL
294,LIVE
295,LIVE
296,FAIL
297,LIVE
298,FAIL
299,LIVE
300,LIVE
301,LIVE
302,LIVE
303,LIVE
304,LIVE
306,FAIL
307,LIVE
308,FAIL
309,LIVE
310,LIVE
